SQL> SELECT A.JOB_NAME,'|',A.OWNER,'|',T.SCHED_TABLE
FTP_ARGTM_MSR_B2C_GSMA                                           | BASTION2C_GSMA_NEW             | LISTA_NEGATIVA_NUEVA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
ESEND_OKT_NTSEC1_BASTION2_FTP                                    | BASTION2C_NTSEC1_RICOH         | TRANSFERENCIAS_OKT_PGP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
BANN_OKT_NTSEC1_BASTION2_FTP                                     | BASTION2C_NTSEC1_RICOH         | TRANSFERENCIAS_OKT_PGP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
HTMLSEND_OKT_NTSEC1_BASTION2_FTP                                 | BASTION2C_NTSEC1_RICOH         | TRANSFERENCIAS_OKT_PGP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
FINCA_OKT_BASTION2_NTSEC1_FTP                                    | BASTION2C_NTSEC1_RICOH         | TRANSFERENCIAS_OKT_PGP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
RPT_OKT_BASTION2_NTSEC1_FTP                                      | BASTION2C_NTSEC1_RICOH         | TRANSFERENCIAS_OKT_PGP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
HTMLSEND_OKT_BASTION2_RICOH_FTP                                  | BASTION2C_RICOH                | TRANSFERENCIAS_OKT_PGP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ESEND_OKT_BASTION2_RICOH_FTP                                     | BASTION2C_RICOH                | TRANSFERENCIAS_OKT_PGP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
BANN_OKT_BASTION2_RICOH_FTP                                      | BASTION2C_RICOH                | TRANSFERENCIAS_OKT_PGP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
FINCA_OKT_RICOH_BASTION2_FTP                                     | BASTION2C_RICOH                | TRANSFERENCIAS_OKT_PGP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
RPT_OKT_RICOH_BASTION2_FTP                                       | BASTION2C_RICOH                | TRANSFERENCIAS_OKT_PGP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
SYNEVERSE_B2C_FTP                                                | BASTION2C_SYNEVERSE            | AGENDA_OP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
B2C_SYNEVERSE_FTP                                                | BASTION2C_SYNEVERSE            | AGENDA_OP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
FTP_BASTION2C_VBILLING                                           | BASTION2C_VBILLING             | AGENDA_OP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
PREFACTU_B2V_ESB_FTP                                             | BASTION2V_ESB                  | BASTION2V                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
OKTPS_CAMPG_GIRE_B2C_FTP                                         | BASTION2_GIRE                  | TRANSFERENCIAS_GIRE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
OKTPS_REP_EML_GIRE_B2C_FTP                                       | BASTION2_GIRE                  | TRANSFERENCIAS_GIRE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
OKTPS_BANNERS_B2C_GIRE_FTP                                       | BASTION2_GIRE                  | TRANSFERENCIAS_GIRE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
FTP_GIRE_BASTIONC                                                | BASTION2_GIRE                  | TRANSFERENCIAS_GIRE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
FTP_GIRE_B2C_MOVICS                                              | BASTION2_MOVICS                | COBRANZAS_Y_DEUDORES                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
ASSU_COLIVING_A_BASTION_WKLY_FTP                                 | COLIVING_BASTION2C_ASSU        | COLIVING                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
I_ODS_PAYMENTASSUR_FACTURACION_M_SFTP                            | DW_ASSURANT                    | DATAWAREHOUSE_INTERFACES                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
EXT_BASTION2_FTP                                                 | EXT_BASTION2C                  | DATAWAREHOUSE_TERADATA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
